product_id,product_name,category
P00529,FarmFresh Ginger,Fruits & Vegetables
P00530,Ariel Floor Cleaner,Cleaning & Laundry
P00531,Pepsodent Toothbrush,Oral Care
P00532,Continental Masala Tea,Tea & Coffee
P00533,Mars Rasgulla,Chocolates & Sweets
P00534,Pigeon Garbage Bags,Kitchen Essentials
P00535,Rin Floor Cleaner,Cleaning & Laundry
P00536,Heritage Fresh Cream,Dairy & Eggs
P00537,Fortune Chickpeas,"Atta, Rice & Dal"
P00538,Pears Face Wash,Bath & Body
P00539,Aashirvaad Brown Rice,"Atta, Rice & Dal"
P00540,Aavin Paneer,Dairy & Eggs
P00541,Colgate Toothpaste,Oral Care
P00542,Fiama Bath Soap,Bath & Body
P00543,Bru Herbal Tea,Tea & Coffee
P00544,Pigeon Garbage Bags,Kitchen Essentials
P00545,Patanjali Shampoo,Bath & Body
P00546,Nandini Paneer,Dairy & Eggs
P00547,Dabur Red Dental Floss,Oral Care
P00548,Emami Healthy & Tasty Olive Oil,Edible Oils & Ghee
P00549,Rin Dishwash Liquid,Cleaning & Laundry
P00550,Fortune Multigrain Atta,"Atta, Rice & Dal"
P00551,FarmFresh Capsicum,Fruits & Vegetables
P00552,Pepsodent Electric Toothbrush,Oral Care
P00553,Amul Curd,Dairy & Eggs
P00554,Daawat Basmati Rice,"Atta, Rice & Dal"
P00555,Tropicana Orange Juice,Cold Drinks & Juices
P00556,Sunfeast Cookies,Snacks & Biscuits
P00557,Aashirvaad Rajma,"Atta, Rice & Dal"
P00558,FarmFresh Green Chilli,Fruits & Vegetables
P00559,Glad Paper Towels,Kitchen Essentials
P00560,24 Mantra Chana Dal,"Atta, Rice & Dal"
P00561,Real Apple Juice,Cold Drinks & Juices
P00562,Nescafe Green Tea,Tea & Coffee
P00563,Harpic Detergent Liquid,Cleaning & Laundry
P00564,Sundrop Rice Bran Oil,Edible Oils & Ghee
P00565,Paper Boat Energy Drink,Cold Drinks & Juices
P00566,Dhara Mustard Oil,Edible Oils & Ghee
P00567,Thums Up Energy Drink,Cold Drinks & Juices
P00568,Milky Mist Buttermilk,Dairy & Eggs
P00569,Dove Hand Wash,Bath & Body
P00570,Pears Shampoo,Bath & Body
P00571,Haldirams Soan Papdi,Chocolates & Sweets
P00572,Nescafe Herbal Tea,Tea & Coffee
P00573,Patanjali Sunflower Oil,Edible Oils & Ghee
P00574,Pears Talcum Powder,Bath & Body
P00575,Dabur Red Dental Floss,Oral Care
P00576,Haldirams Cream Biscuits,Snacks & Biscuits
P00577,Haldirams Milk Chocolate,Chocolates & Sweets
P00578,Kohinoor Atta,"Atta, Rice & Dal"
P00579,Amul Milk Chocolate,Chocolates & Sweets
P00580,Dhara Mustard Oil,Edible Oils & Ghee
P00581,Pears Talcum Powder,Bath & Body
P00582,Fortune Mustard Oil,Edible Oils & Ghee
P00583,FreshBasket Green Chilli,Fruits & Vegetables
P00584,Mars Milk Chocolate,Chocolates & Sweets
P00585,Reliance Fresh Cabbage,Fruits & Vegetables
P00586,Tide Fabric Softener,Cleaning & Laundry
P00587,Milky Mist Flavoured Milk,Dairy & Eggs
P00588,Continental Instant Coffee,Tea & Coffee
P00589,Patanjali Mustard Oil,Edible Oils & Ghee
P00590,Mother Dairy Ghee,Dairy & Eggs
P00591,Amul Brown Eggs,Dairy & Eggs
P00592,Kohinoor Brown Rice,"Atta, Rice & Dal"
P00593,Patanjali Body Wash,Bath & Body
P00594,Dabur Red Toothpaste,Oral Care
P00595,Sunfeast Banana Chips,Snacks & Biscuits
P00596,Santoor Body Lotion,Bath & Body
P00597,Girnar Green Tea,Tea & Coffee
P00598,Patanjali Multigrain Atta,"Atta, Rice & Dal"
P00599,LocalFarm Spinach,Fruits & Vegetables
P00600,Kohinoor Basmati Rice,"Atta, Rice & Dal"
P00601,Fortune Masoor Dal,"Atta, Rice & Dal"
P00602,NaturePick Onion,Fruits & Vegetables
P00603,Paper Boat Mixed Fruit Juice,Cold Drinks & Juices
P00604,Balaji Banana Chips,Snacks & Biscuits
P00605,Prestige Garbage Bags,Kitchen Essentials
P00606,Mother Dairy Ghee,Dairy & Eggs
P00607,Sunfeast Marie Biscuits,Snacks & Biscuits
P00608,Bru Herbal Tea,Tea & Coffee
P00609,Fortune Atta,"Atta, Rice & Dal"
P00610,Lays Banana Chips,Snacks & Biscuits
P00611,Harpic Detergent Powder,Cleaning & Laundry
P00612,Glad Food Storage Bags,Kitchen Essentials
P00613,Milton Paper Towels,Kitchen Essentials
P00614,Britannia Potato Chips,Snacks & Biscuits
P00615,Country Delight Fresh Cream,Dairy & Eggs
P00616,Dove Face Wash,Bath & Body
P00617,Scotch-Brite Garbage Bags,Kitchen Essentials
P00618,FreshBasket Capsicum,Fruits & Vegetables
P00619,Organic India Cucumber,Fruits & Vegetables
P00620,Scotch-Brite Garbage Bags,Kitchen Essentials
P00621,Bru Green Tea,Tea & Coffee
P00622,Lux Talcum Powder,Bath & Body
P00623,Dhara Rice Bran Oil,Edible Oils & Ghee
P00624,Pears Body Lotion,Bath & Body
P00625,FreshBasket Cucumber,Fruits & Vegetables
P00626,Nandini Cheese,Dairy & Eggs
P00627,Prestige Aluminium Foil,Kitchen Essentials
P00628,Santoor Face Wash,Bath & Body
P00629,Pepsi Fruit Juice,Cold Drinks & Juices
P00630,Kurkure Marie Biscuits,Snacks & Biscuits
P00631,Reliance Fresh Banana,Fruits & Vegetables
P00632,Fortune Rice Bran Oil,Edible Oils & Ghee
P00633,Bru Coffee Beans,Tea & Coffee
P00634,Pepsodent Toothpaste,Oral Care
P00635,Fiama Bath Soap,Bath & Body
P00636,Tata Sampann Masoor Dal,"Atta, Rice & Dal"
P00637,Saffola Desi Ghee,Edible Oils & Ghee
P00638,FreshBasket Orange,Fruits & Vegetables
P00639,Parle Roasted Peanuts,Snacks & Biscuits
P00640,Daawat Sona Masoori Rice,"Atta, Rice & Dal"
P00641,Lux Body Lotion,Bath & Body
P00642,Scotch-Brite Aluminium Foil,Kitchen Essentials
P00643,Red Label Tea Powder,Tea & Coffee
P00644,Ferrero Soan Papdi,Chocolates & Sweets
P00645,Brooke Bond Herbal Tea,Tea & Coffee
P00646,Nescafe Filter Coffee,Tea & Coffee
P00647,Freedom Olive Oil,Edible Oils & Ghee
P00648,LocalFarm Tomato,Fruits & Vegetables
P00649,Continental Filter Coffee,Tea & Coffee
P00650,Bingo Namkeen Mix,Snacks & Biscuits
P00651,Reliance Fresh Spinach,Fruits & Vegetables
P00652,Amul Butter,Dairy & Eggs
P00653,Dove Hand Wash,Bath & Body
P00654,NaturePick Green Chilli,Fruits & Vegetables
P00655,FreshBasket Tomato,Fruits & Vegetables
P00656,Ariel Floor Cleaner,Cleaning & Laundry
P00657,Brooke Bond Instant Coffee,Tea & Coffee
P00658,Patanjali Talcum Powder,Bath & Body
P00659,Dabur Red Toothbrush,Oral Care
P00660,Continental Tea Powder,Tea & Coffee
P00661,Paper Boat Fruit Juice,Cold Drinks & Juices
P00662,Brooke Bond Masala Tea,Tea & Coffee
P00663,Harpic Detergent Powder,Cleaning & Laundry
P00664,Prestige Food Storage Bags,Kitchen Essentials
P00665,Dhara Olive Oil,Edible Oils & Ghee
P00666,Fortune Rice Bran Oil,Edible Oils & Ghee
P00667,Real Mixed Fruit Juice,Cold Drinks & Juices
P00668,Closeup Toothpaste,Oral Care
P00669,Santoor Bath Soap,Bath & Body
P00670,Prestige Paper Towels,Kitchen Essentials
P00671,Prestige Kitchen Towels,Kitchen Essentials
P00672,Fortune Brown Rice,"Atta, Rice & Dal"
P00673,Britannia Bhujia,Snacks & Biscuits
P00674,Mother Dairy Buttermilk,Dairy & Eggs
P00675,Milton Cling Wrap,Kitchen Essentials
P00676,Ariel Detergent Powder,Cleaning & Laundry
P00677,Tropicana Fruit Juice,Cold Drinks & Juices
P00678,Brooke Bond Masala Tea,Tea & Coffee
P00679,Glad Cling Wrap,Kitchen Essentials
P00680,Pepsi Soft Drink,Cold Drinks & Juices
P00681,Fiama Bath Soap,Bath & Body
P00682,Nandini Brown Eggs,Dairy & Eggs
P00683,Bru Coffee Beans,Tea & Coffee
P00684,Scotch-Brite Cling Wrap,Kitchen Essentials
P00685,Mars Dark Chocolate,Chocolates & Sweets
P00686,Balaji Cookies,Snacks & Biscuits
P00687,Mars Milk Chocolate,Chocolates & Sweets
P00688,FreshBasket Cauliflower,Fruits & Vegetables
P00689,Dabur Red Electric Toothbrush,Oral Care
P00690,Thums Up Fruit Juice,Cold Drinks & Juices
P00691,Tropicana Fruit Juice,Cold Drinks & Juices
P00692,Country Delight Cheese,Dairy & Eggs
P00693,Nestle Ladoo,Chocolates & Sweets
P00694,Ferrero Gulab Jamun,Chocolates & Sweets
P00695,Pepsi Apple Juice,Cold Drinks & Juices
P00696,Fiama Shampoo,Bath & Body
P00697,Surf Excel Dishwash Liquid,Cleaning & Laundry
P00698,Lays Bhujia,Snacks & Biscuits
P00699,Coca-Cola Energy Drink,Cold Drinks & Juices
P00700,Fortune Desi Ghee,Edible Oils & Ghee
P00701,Santoor Face Wash,Bath & Body
P00702,India Gate Urad Dal,"Atta, Rice & Dal"
P00703,Coca-Cola Iced Tea,Cold Drinks & Juices
P00704,Patanjali Face Wash,Bath & Body
P00705,Harpic Dishwash Liquid,Cleaning & Laundry
P00706,Milky Mist Cheese,Dairy & Eggs
P00707,Fortune Brown Rice,"Atta, Rice & Dal"
P00708,Pigeon Food Storage Bags,Kitchen Essentials
P00709,Britannia Namkeen Mix,Snacks & Biscuits
P00710,Surf Excel Detergent Liquid,Cleaning & Laundry
P00711,Santoor Body Wash,Bath & Body
P00712,Heritage Paneer,Dairy & Eggs
P00713,Emami Healthy & Tasty Sunflower Oil,Edible Oils & Ghee
P00714,Rin Detergent Liquid,Cleaning & Laundry
P00715,Closeup Electric Toothbrush,Oral Care
P00716,Country Delight Ghee,Dairy & Eggs
P00717,Country Delight Paneer,Dairy & Eggs
P00718,Kohinoor Basmati Rice,"Atta, Rice & Dal"
P00719,India Gate Chana Dal,"Atta, Rice & Dal"
P00720,Colgate Electric Toothbrush,Oral Care
P00721,Paper Boat Orange Juice,Cold Drinks & Juices
P00722,Milton Cling Wrap,Kitchen Essentials
P00723,Patanjali Talcum Powder,Bath & Body
P00724,Freedom Mustard Oil,Edible Oils & Ghee
P00725,Pigeon Kitchen Towels,Kitchen Essentials
P00726,Haldirams Popcorn,Snacks & Biscuits
P00727,Kohinoor Multigrain Atta,"Atta, Rice & Dal"
P00728,Nestle Gulab Jamun,Chocolates & Sweets
P00729,India Gate Chana Dal,"Atta, Rice & Dal"
P00730,LocalFarm Brinjal,Fruits & Vegetables
P00731,Organic India Onion,Fruits & Vegetables
P00732,LocalFarm Carrot,Fruits & Vegetables
P00733,Tropicana Apple Juice,Cold Drinks & Juices
P00734,Patanjali Masoor Dal,"Atta, Rice & Dal"
P00735,Rin Dishwash Bar,Cleaning & Laundry
P00736,B Natural Diet Soft Drink,Cold Drinks & Juices
P00737,Pigeon Cling Wrap,Kitchen Essentials
P00738,Tide Dishwash Liquid,Cleaning & Laundry
P00739,Parle Namkeen Mix,Snacks & Biscuits
P00740,Bru Herbal Tea,Tea & Coffee
P00741,Milky Mist Curd,Dairy & Eggs
P00742,LocalFarm Brinjal,Fruits & Vegetables
P00743,Dove Face Wash,Bath & Body
P00744,Lux Body Lotion,Bath & Body
P00745,Red Label Coffee Beans,Tea & Coffee
P00746,Nandini Butter,Dairy & Eggs
P00747,Sensodyne Electric Toothbrush,Oral Care
P00748,Pepsodent Dental Floss,Oral Care
P00749,Parle Namkeen Mix,Snacks & Biscuits
P00750,Heritage Cheese,Dairy & Eggs
P00751,Nestle Rasgulla,Chocolates & Sweets
P00752,Emami Healthy & Tasty Rice Bran Oil,Edible Oils & Ghee
P00753,24 Mantra Basmati Rice,"Atta, Rice & Dal"
P00754,Vim Detergent Liquid,Cleaning & Laundry
P00755,Patanjali Urad Dal,"Atta, Rice & Dal"
P00756,Sundrop Olive Oil,Edible Oils & Ghee
P00757,Mother Dairy Curd,Dairy & Eggs
P00758,Country Delight Buttermilk,Dairy & Eggs
P00759,Closeup Dental Floss,Oral Care
P00760,Fortune Atta,"Atta, Rice & Dal"
P00761,Balaji Cookies,Snacks & Biscuits
P00762,Vim Toilet Cleaner,Cleaning & Laundry
P00763,Aashirvaad Multigrain Atta,"Atta, Rice & Dal"
P00764,Dove Shampoo,Bath & Body
P00765,Wagh Bakri Tea Powder,Tea & Coffee
P00766,Fortune Groundnut Oil,Edible Oils & Ghee
P00767,Dove Face Wash,Bath & Body
P00768,Coca-Cola Apple Juice,Cold Drinks & Juices
P00769,FarmFresh Cucumber,Fruits & Vegetables
P00770,24 Mantra Sona Masoori Rice,"Atta, Rice & Dal"
P00771,Pepsodent Toothpaste,Oral Care
P00772,Patanjali Body Lotion,Bath & Body
P00773,Lux Conditioner,Bath & Body
P00774,Brooke Bond Masala Tea,Tea & Coffee
P00775,Emami Healthy & Tasty Desi Ghee,Edible Oils & Ghee
P00776,Closeup Toothbrush,Oral Care
P00777,Santoor Face Wash,Bath & Body
P00778,Pepsodent Toothbrush,Oral Care
P00779,Continental Herbal Tea,Tea & Coffee
P00780,Daawat Moong Dal,"Atta, Rice & Dal"
P00781,Wagh Bakri Filter Coffee,Tea & Coffee
P00782,Patanjali Face Wash,Bath & Body
P00783,FreshBasket Lady Finger,Fruits & Vegetables
P00784,Pigeon Kitchen Towels,Kitchen Essentials
P00785,Fiama Body Lotion,Bath & Body
P00786,Bru Filter Coffee,Tea & Coffee
P00787,Sprite Fruit Juice,Cold Drinks & Juices
P00788,Fortune Brown Rice,"Atta, Rice & Dal"
P00789,Organic India Banana,Fruits & Vegetables
P00790,Amul Kaju Katli,Chocolates & Sweets
P00791,Dabur Red Dental Floss,Oral Care
P00792,Fortune Urad Dal,"Atta, Rice & Dal"
P00793,Closeup Electric Toothbrush,Oral Care
P00794,Lays Marie Biscuits,Snacks & Biscuits
P00795,Pears Body Lotion,Bath & Body
P00796,B Natural Orange Juice,Cold Drinks & Juices
P00797,Santoor Body Wash,Bath & Body
P00798,B Natural Fruit Juice,Cold Drinks & Juices
P00799,Closeup Electric Toothbrush,Oral Care
P00800,Pigeon Cling Wrap,Kitchen Essentials
P00801,Haldirams Milk Chocolate,Chocolates & Sweets
P00802,Girnar Green Tea,Tea & Coffee
P00803,Glad Food Storage Bags,Kitchen Essentials
P00804,24 Mantra Basmati Rice,"Atta, Rice & Dal"
P00805,Continental Herbal Tea,Tea & Coffee
P00806,Glad Aluminium Foil,Kitchen Essentials
P00807,Freedom Olive Oil,Edible Oils & Ghee
P00808,Santoor Shampoo,Bath & Body
P00809,Prestige Kitchen Towels,Kitchen Essentials
P00810,Closeup Toothpaste,Oral Care
P00811,Heritage Flavoured Milk,Dairy & Eggs
P00812,Patanjali Rice Bran Oil,Edible Oils & Ghee
P00813,Patanjali Body Lotion,Bath & Body
P00814,Lifebuoy Shampoo,Bath & Body
P00815,Daawat Masoor Dal,"Atta, Rice & Dal"
P00816,Pears Conditioner,Bath & Body
P00817,Britannia Banana Chips,Snacks & Biscuits
P00818,Vim Floor Cleaner,Cleaning & Laundry
P00819,Paper Boat Orange Juice,Cold Drinks & Juices
P00820,Haldirams Digestive Biscuits,Snacks & Biscuits
P00821,Country Delight Curd,Dairy & Eggs
P00822,FarmFresh Lady Finger,Fruits & Vegetables
P00823,Milton Food Storage Bags,Kitchen Essentials
P00824,Haldirams Kaju Katli,Chocolates & Sweets
P00825,Pigeon Aluminium Foil,Kitchen Essentials
P00826,Haldirams Rasgulla,Chocolates & Sweets
P00827,Fiama Body Wash,Bath & Body
P00828,B Natural Iced Tea,Cold Drinks & Juices
P00829,Milton Cling Wrap,Kitchen Essentials
P00830,Tata Sampann Toor Dal,"Atta, Rice & Dal"
P00831,Pears Body Wash,Bath & Body
P00832,Lays Cookies,Snacks & Biscuits
P00833,Pears Body Lotion,Bath & Body
P00834,Nandini Milk,Dairy & Eggs
P00835,Lays Cookies,Snacks & Biscuits
P00836,Dhara Sunflower Oil,Edible Oils & Ghee
P00837,Lays Digestive Biscuits,Snacks & Biscuits
P00838,Colgate Toothbrush,Oral Care
P00839,Dabur Red Dental Floss,Oral Care
P00840,Tide Fabric Softener,Cleaning & Laundry
P00841,Lux Shampoo,Bath & Body
P00842,LocalFarm Orange,Fruits & Vegetables
P00843,Coca-Cola Energy Drink,Cold Drinks & Juices
P00844,LocalFarm Banana,Fruits & Vegetables
P00845,Amul Gulab Jamun,Chocolates & Sweets
P00846,Nestle Gulab Jamun,Chocolates & Sweets
P00847,Dettol Dishwash Liquid,Cleaning & Laundry
P00848,Lux Bath Soap,Bath & Body
P00849,Pepsi Energy Drink,Cold Drinks & Juices
P00850,Sundrop Sunflower Oil,Edible Oils & Ghee
P00851,Sundrop Desi Ghee,Edible Oils & Ghee
P00852,Dettol Detergent Powder,Cleaning & Laundry
P00853,India Gate Masoor Dal,"Atta, Rice & Dal"
P00854,Fortune Masoor Dal,"Atta, Rice & Dal"
P00855,Saffola Coconut Oil,Edible Oils & Ghee
P00856,Parle Popcorn,Snacks & Biscuits
P00857,Dhara Mustard Oil,Edible Oils & Ghee
P00858,Thums Up Iced Tea,Cold Drinks & Juices
P00859,India Gate Moong Dal,"Atta, Rice & Dal"
P00860,Patanjali Bath Soap,Bath & Body
P00861,Tata Sampann Brown Rice,"Atta, Rice & Dal"
P00862,FreshBasket Mango,Fruits & Vegetables
P00863,Surf Excel Detergent Powder,Cleaning & Laundry
P00864,FreshBasket Cauliflower,Fruits & Vegetables
P00865,Fortune Sona Masoori Rice,"Atta, Rice & Dal"
P00866,Harpic Fabric Softener,Cleaning & Laundry
P00867,Amul Dark Chocolate,Chocolates & Sweets
P00868,Lux Hand Wash,Bath & Body
P00869,Nandini Butter,Dairy & Eggs
P00870,Oral-B Toothbrush,Oral Care
P00871,Heritage Brown Eggs,Dairy & Eggs
P00872,Coca-Cola Diet Soft Drink,Cold Drinks & Juices
P00873,Tata Sampann Atta,"Atta, Rice & Dal"
P00874,NaturePick Spinach,Fruits & Vegetables
P00875,Tata Sampann Chana Dal,"Atta, Rice & Dal"
P00876,Reliance Fresh Banana,Fruits & Vegetables
P00877,Dabur Red Electric Toothbrush,Oral Care
P00878,Patanjali Body Lotion,Bath & Body
P00879,Bru Masala Tea,Tea & Coffee
P00880,Country Delight White Eggs,Dairy & Eggs
P00881,Aashirvaad Rajma,"Atta, Rice & Dal"
P00882,Milky Mist Curd,Dairy & Eggs
P00883,Balaji Banana Chips,Snacks & Biscuits
P00884,Rin Dishwash Bar,Cleaning & Laundry
P00885,Patanjali Shampoo,Bath & Body
P00886,Pepsodent Toothbrush,Oral Care
P00887,Emami Healthy & Tasty Coconut Oil,Edible Oils & Ghee
P00888,Scotch-Brite Garbage Bags,Kitchen Essentials
P00889,24 Mantra Urad Dal,"Atta, Rice & Dal"
P00890,Cadbury Gulab Jamun,Chocolates & Sweets
P00891,Lifebuoy Shampoo,Bath & Body
P00892,Santoor Hand Wash,Bath & Body
P00893,Fortune Mustard Oil,Edible Oils & Ghee
P00894,FarmFresh Spinach,Fruits & Vegetables
P00895,Sprite Soft Drink,Cold Drinks & Juices
P00896,Aavin Ghee,Dairy & Eggs
P00897,Balaji Bhujia,Snacks & Biscuits
P00898,Dabur Red Toothpaste,Oral Care
P00899,Pepsodent Toothpaste,Oral Care
P00900,Rin Bleach,Cleaning & Laundry
P00901,Sprite Apple Juice,Cold Drinks & Juices
P00902,Dodla Flavoured Milk,Dairy & Eggs
P00903,Saffola Rice Bran Oil,Edible Oils & Ghee
P00904,Parle Banana Chips,Snacks & Biscuits
P00905,Paper Boat Orange Juice,Cold Drinks & Juices
P00906,Bru Coffee Beans,Tea & Coffee
P00907,Santoor Bath Soap,Bath & Body
P00908,Sundrop Groundnut Oil,Edible Oils & Ghee
P00909,Closeup Toothbrush,Oral Care
P00910,Dabur Red Mouthwash,Oral Care
P00911,Surf Excel Toilet Cleaner,Cleaning & Laundry
P00912,Patanjali Chickpeas,"Atta, Rice & Dal"
P00913,Thums Up Diet Soft Drink,Cold Drinks & Juices
P00914,Aavin Milk,Dairy & Eggs
P00915,Real Fruit Juice,Cold Drinks & Juices
P00916,Real Fruit Juice,Cold Drinks & Juices
P00917,Britannia Bhujia,Snacks & Biscuits
P00918,Daawat Toor Dal,"Atta, Rice & Dal"
P00919,Colgate Dental Floss,Oral Care
P00920,Nescafe Coffee Beans,Tea & Coffee
P00921,Daawat Masoor Dal,"Atta, Rice & Dal"
P00922,Organic India Tomato,Fruits & Vegetables
P00923,Reliance Fresh Capsicum,Fruits & Vegetables
P00924,Wagh Bakri Instant Coffee,Tea & Coffee
P00925,Sensodyne Dental Floss,Oral Care
P00926,FarmFresh Cabbage,Fruits & Vegetables
P00927,Bru Green Tea,Tea & Coffee
P00928,Sensodyne Mouthwash,Oral Care
P00929,Mars Kaju Katli,Chocolates & Sweets
P00930,Heritage Buttermilk,Dairy & Eggs
P00931,Lifebuoy Face Wash,Bath & Body
P00932,Patanjali Shampoo,Bath & Body
P00933,B Natural Mixed Fruit Juice,Cold Drinks & Juices
P00934,Heritage Brown Eggs,Dairy & Eggs
P00935,Freedom Desi Ghee,Edible Oils & Ghee
P00936,Haldirams Milk Chocolate,Chocolates & Sweets
P00937,Real Diet Soft Drink,Cold Drinks & Juices
P00938,LocalFarm Potato,Fruits & Vegetables
P00939,Harpic Floor Cleaner,Cleaning & Laundry
P00940,Reliance Fresh Lady Finger,Fruits & Vegetables
P00941,Scotch-Brite Aluminium Foil,Kitchen Essentials
P00942,Tide Dishwash Bar,Cleaning & Laundry
P00943,Kohinoor Sona Masoori Rice,"Atta, Rice & Dal"
P00944,Pears Shampoo,Bath & Body
P00945,Bingo Namkeen Mix,Snacks & Biscuits
P00946,Dodla Paneer,Dairy & Eggs
P00947,Ariel Fabric Softener,Cleaning & Laundry
P00948,Continental Masala Tea,Tea & Coffee
P00949,Kurkure Namkeen Mix,Snacks & Biscuits
P00950,Patanjali Sona Masoori Rice,"Atta, Rice & Dal"
P00951,Saffola Olive Oil,Edible Oils & Ghee
P00952,Scotch-Brite Kitchen Towels,Kitchen Essentials
P00953,Fiama Talcum Powder,Bath & Body
P00954,Britannia Cookies,Snacks & Biscuits
P00955,FarmFresh Carrot,Fruits & Vegetables
P00956,Kurkure Bhujia,Snacks & Biscuits
P00957,Real Orange Juice,Cold Drinks & Juices
P00958,Freedom Groundnut Oil,Edible Oils & Ghee
P00959,B Natural Fruit Juice,Cold Drinks & Juices
P00960,Paper Boat Soft Drink,Cold Drinks & Juices
P00961,Prestige Aluminium Foil,Kitchen Essentials
P00962,Mother Dairy Flavoured Milk,Dairy & Eggs
P00963,Patanjali Conditioner,Bath & Body
P00964,Closeup Toothpaste,Oral Care
P00965,24 Mantra Multigrain Atta,"Atta, Rice & Dal"
P00966,Sundrop Desi Ghee,Edible Oils & Ghee
P00967,Dettol Bleach,Cleaning & Laundry
P00968,Paper Boat Iced Tea,Cold Drinks & Juices
P00969,Sensodyne Toothpaste,Oral Care
P00970,Nestle Dark Chocolate,Chocolates & Sweets
P00971,Colgate Dental Floss,Oral Care
P00972,Pigeon Cling Wrap,Kitchen Essentials
P00973,Fiama Talcum Powder,Bath & Body
P00974,Freedom Desi Ghee,Edible Oils & Ghee
P00975,Lizol Fabric Softener,Cleaning & Laundry
P00976,Girnar Filter Coffee,Tea & Coffee
P00977,LocalFarm Onion,Fruits & Vegetables
P00978,Pepsodent Toothbrush,Oral Care
P00979,Bru Filter Coffee,Tea & Coffee
P00980,Heritage Milk,Dairy & Eggs
P00981,NaturePick Coriander,Fruits & Vegetables
P00982,Balaji Potato Chips,Snacks & Biscuits
P00983,LocalFarm Spinach,Fruits & Vegetables
P00984,Coca-Cola Orange Juice,Cold Drinks & Juices
P00985,FarmFresh Apple,Fruits & Vegetables
P00986,B Natural Diet Soft Drink,Cold Drinks & Juices
P00987,FreshBasket Potato,Fruits & Vegetables
P00988,Heritage Fresh Cream,Dairy & Eggs
P00989,Lizol Bleach,Cleaning & Laundry
P00990,Cadbury Dark Chocolate,Chocolates & Sweets
P00991,Sundrop Olive Oil,Edible Oils & Ghee
P00992,Tata Tea Tea Powder,Tea & Coffee
P00993,Cadbury Kaju Katli,Chocolates & Sweets
P00994,Country Delight Milk,Dairy & Eggs
P00995,Aavin White Eggs,Dairy & Eggs
P00996,Girnar Instant Coffee,Tea & Coffee
P00997,Pepsodent Toothpaste,Oral Care
P00998,Colgate Electric Toothbrush,Oral Care
P00999,Dodla Milk,Dairy & Eggs
P01000,Ferrero Dark Chocolate,Chocolates & Sweets
